id,name,is_open,wait_time,data_local,hora_local
11368.0,Montanha-russa Dum Dum,True,5,2025-07-25,10:04:08
11367.0,Raskapuska,True,25,2025-07-25,10:04:08
11335.0,Star Mountain,True,30,2025-07-25,10:04:08
11332.0,Tigor Mountain,True,20,2025-07-25,10:04:08
11327.0,FireWhip,True,30,2025-07-25,10:04:08
11340.0,Barco Pirata,True,10,2025-07-25,10:04:08
11344.0,Ferrovia DinoMagic,True,15,2025-07-25,10:04:08
11336.0,Tchibum,True,5,2025-07-25,10:04:08
13872.0,Betinho Carrero 2D,True,10,2025-07-25,10:04:08
11327.0,FireWhip,True,30,2025-07-25,10:09:05
11340.0,Barco Pirata,True,10,2025-07-25,10:09:05
11332.0,Tigor Mountain,True,30,2025-07-25,10:09:05
11367.0,Raskapuska,True,25,2025-07-25,10:09:05
11334.0,Big Tower,True,5,2025-07-25,10:09:05
13872.0,Betinho Carrero 2D,True,10,2025-07-25,10:09:05
11368.0,Montanha-russa Dum Dum,True,5,2025-07-25,10:09:05
11344.0,Ferrovia DinoMagic,True,15,2025-07-25,10:09:05
11328.0,Roda-Gigante,True,30,2025-07-25,10:09:05
11329.0,Autopista (bate-bate),True,10,2025-07-25,10:09:05
11336.0,Tchibum,True,5,2025-07-25,10:09:05
11335.0,Star Mountain,True,30,2025-07-25,10:09:05
11338.0,Madagascar Crazy River Adventure!,True,30,2025-07-25,10:14:16
11332.0,Tigor Mountain,True,30,2025-07-25,10:14:16
11335.0,Star Mountain,True,30,2025-07-25,10:14:16
11327.0,FireWhip,True,30,2025-07-25,10:14:16
11368.0,Montanha-russa Dum Dum,True,5,2025-07-25,10:14:16
11344.0,Ferrovia DinoMagic,True,15,2025-07-25,10:14:16
11336.0,Tchibum,True,5,2025-07-25,10:14:16
11334.0,Big Tower,True,5,2025-07-25,10:14:16
11367.0,Raskapuska,True,25,2025-07-25,10:14:16
11328.0,Roda-Gigante,True,30,2025-07-25,10:14:16
11329.0,Autopista (bate-bate),True,10,2025-07-25,10:14:16
11340.0,Barco Pirata,True,10,2025-07-25,10:14:16
13872.0,Betinho Carrero 2D,True,10,2025-07-25,10:14:16
13872.0,Betinho Carrero 2D,True,10,2025-07-25,10:19:08
11329.0,Autopista (bate-bate),True,10,2025-07-25,10:19:08
11328.0,Roda-Gigante,True,40,2025-07-25,10:19:08
11367.0,Raskapuska,True,25,2025-07-25,10:19:08
11368.0,Montanha-russa Dum Dum,True,5,2025-07-25,10:19:08
11344.0,Ferrovia DinoMagic,True,15,2025-07-25,10:19:08
11335.0,Star Mountain,True,30,2025-07-25,10:19:08
11332.0,Tigor Mountain,True,60,2025-07-25,10:19:08
11338.0,Madagascar Crazy River Adventure!,True,30,2025-07-25,10:19:08
11327.0,FireWhip,True,30,2025-07-25,10:19:08
11336.0,Tchibum,True,5,2025-07-25,10:19:08
11334.0,Big Tower,True,5,2025-07-25,10:19:08
11340.0,Barco Pirata,True,10,2025-07-25,10:19:08
11327.0,FireWhip,True,30,2025-07-25,10:24:05
11329.0,Autopista (bate-bate),True,10,2025-07-25,10:24:05
11344.0,Ferrovia DinoMagic,True,15,2025-07-25,10:24:05
11330.0,Baby Elefante,True,20,2025-07-25,10:24:05
13872.0,Betinho Carrero 2D,True,10,2025-07-25,10:24:05
11336.0,Tchibum,True,5,2025-07-25,10:24:05
11334.0,Big Tower,True,5,2025-07-25,10:24:05
